chrom,start,stop,annotation,annotation_start
CP075069.1,7957101,7957421,"RLX-incomp_Blc8_Supercontig_3.4_2603384_2611024_LTR_Gypsy_reversed"" 6854 7176",RLX
CP075069.1,7957422,7959118,"noCat_Blc218_Cpos_C735-B-G8-Map17"" 1 1393",noCat_Blc218_Cpos_C735
CP075069.1,7959119,7959641,"RLX-comp_Blc14_Supercontig_3.1_261523_269109_LTR_Gypsy_reversed"" 7092 7586",RLX
CP075069.1,7959642,7960506,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 5621 6487",RIX
CP075069.1,7960501,7960667,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 5621 5787",RIX
CP075069.1,7960662,7961619,"RIX-incomp_Blc22_Cpos_C735-B-G43-Map6"" 463 1421",RIX
CP075069.1,7961611,7962324,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 11086 11777",DTX
CP075069.1,7962323,7962416,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 12377 12474",DTX
CP075069.1,7962338,7962424,"RIX-incomp-chim_Blc85_Supercontig_3.4_3944873_3952133_LINE_Tad1_reversed"" 1553 1638",RIX
CP075069.1,7962573,7964462,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 2695 4588",RLX
CP075069.1,7962574,7966865,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 4339 8643",RLX
CP075069.1,7966866,7970561,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 4051 7706",RLX
CP075069.1,7970562,7974252,"RLX-incomp_Blc14_Supercontig_3.4_2918750_2926335_LTR_Gypsy_reversed"" 1 3687",RLX
CP075069.1,7974253,7975474,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 1222",RLX
CP075069.1,7975466,7980963,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 1463 6960",RLX
CP075069.1,7980964,7982799,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 3687 5522",RLX
CP075069.1,7982801,7982976,"RLX-incomp_Blc18_Supercontig_3.4_2910675_2918379_LTR_Gypsy_reversed"" 7512 7692",RLX
CP075069.1,7982957,7986055,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 4610 7707",RLX
CP075069.1,7986056,7990109,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1 4032",RLX
CP075069.1,7990038,7990119,"RLX-incomp_Blc221_Cpos_C735-B-G15-Map20_reversed"" 64 144",RLX
CP075069.1,7990112,7991851,"RLX-incomp-chim_Blc67_Cpos_C735-L-B34-Map1"" 6935 8700",RLX
CP075069.1,7991858,7992284,"RLX-comp_Blc2_Supercontig_3.1_490518_501096_LTR_Gypsy_reversed"" 10150 10576",RLX
CP075069.1,7992288,7992407,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 10408 10527",RLX
CP075069.1,7992408,8000030,"RLX-incomp_Blc14_Supercontig_3.4_2918750_2926335_LTR_Gypsy_reversed"" 1 7585",RLX
CP075069.1,8000031,8000098,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 6202 6269",RLX
CP075069.1,8000100,8000663,"RLX-incomp_Blc117_Supercontig_3.1_2665600_2670498_LTR_Gypsy_reversed"" 1 566",RLX
CP075069.1,8000656,8001497,"DTX-incomp-chim_Blc116_Supercontig_3.1_483399_488504_DNA_hAT_reversed"" 1232 2053",DTX
CP075069.1,8001493,8003527,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 4863 6967",RIX
CP075069.1,8003399,8003513,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 5667 5782",DTX
CP075069.1,8003514,8003528,"DTX-incomp_Blc148_Supercontig_3.1_2730027_2733961_DNA_TcMar"" 1998 2014",DTX
CP075069.1,8003571,8003600,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 5640 5666",DTX
CP075069.1,8003601,8003670,"DTX-incomp_Blc148_Supercontig_3.1_2730027_2733961_DNA_TcMar"" 1897 1997",DTX
CP075069.1,8003671,8009950,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 4892 11297",RLX
CP075069.1,8009945,8010645,"RLX-comp_Blc27_Supercontig_3.2_5162302_5169224_LTR_Gypsy_reversed"" 6226 6921",RLX
CP075069.1,8010646,8011074,"RLX-incomp_Blc2_Supercontig_3.3_4083810_4093375_LTR_Gypsy"" 2 431",RLX
CP075069.1,8011178,8011300,"RLX-incomp_Blc125_Cpos_C735-B-G3-Map20_reversed"" 3394 3513",RLX
CP075069.1,8011190,8011321,"RLX-incomp_Blc21_Cpos_C735-B-G58-Map5_reversed"" 2841 2970",RLX
CP075069.1,8011324,8011500,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 3041 3218",DTX
CP075069.1,8011555,8011723,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 7781 7946",DTX
CP075069.1,8011723,8011968,"RLX-incomp_Blc125_Cpos_C735-B-G3-Map20_reversed"" 3939 4184",RLX
CP075069.1,8011969,8012041,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 7778 8097",DTX
CP075069.1,8012052,8012224,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 1306 2069",RXX
CP075069.1,8012225,8014019,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 8656 10588",DTX
CP075069.1,8013888,8014921,"DTX-incomp-chim_Blc73_Supercontig_3.3_5020_13409_DNA_hAT_reversed"" 276 1314",DTX
CP075069.1,8014020,8014222,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 397 1305",RXX
CP075069.1,8014298,8021954,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 90 7795",DTX
CP075069.1,8020569,8028921,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 6 8458",DTX
CP075069.1,8026829,8029186,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 6278 8678",DTX
CP075069.1,8028332,8039513,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 1 7740",DTX
CP075069.1,8039549,8040253,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 7741 8479",DTX
CP075069.1,8040086,8040426,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 1285 2362",RXX
CP075069.1,8040427,8042257,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 8656 10585",DTX
CP075069.1,8041811,8042767,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 9662 10698",DTX
CP075069.1,8042258,8042660,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 1 1284",RXX
CP075069.1,8042333,8043353,"DTX-incomp-chim_Blc73_Supercontig_3.3_5020_13409_DNA_hAT_reversed"" 297 1314",DTX
CP075069.1,8042754,8050367,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 59 7795",DTX
CP075069.1,8049026,8055764,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 22 6865",DTX
CP075069.1,8055765,8056017,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2331 2583",DTX
CP075069.1,8057221,8058834,"RLX-incomp_Blc144_Cpos_C735-B-R127-Map4"" 2427 4040",RLX
CP075069.1,8063012,8063190,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 1 179",DTX
CP075069.1,8063191,8065159,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 6276 8155",DTX
CP075069.1,8064467,8068642,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 1 4243",DTX
CP075069.1,8065160,8065327,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 6864 8463",DTX
CP075069.1,8068643,8072907,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 6053 10325",DMX
CP075069.1,8072952,8073731,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075069.1,8073732,8073863,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6289",DTX
CP075069.1,8073949,8074460,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6342 6853",DTX
CP075069.1,8074461,8077958,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 4236 7740",DTX
CP075069.1,8077994,8078734,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 7685 8334",DTX
CP075069.1,8078553,8078752,"RXX-TRIM_Blc207_Cpos_C735-L-B65-Map1"" 310 509",RXX
CP075069.1,8078751,8079015,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 265",RLX
CP075069.1,8079017,8079663,"RXX-TRIM_Blc207_Cpos_C735-L-B65-Map1"" 510 1608",RXX
CP075069.1,8079528,8079704,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 8314 8489",DTX
CP075070.1,104,278,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 8314 8489",DTX
CP075070.1,143,786,"RXX-TRIM_Blc207_Cpos_C735-L-B65-Map1"" 510 1608",RXX
CP075070.1,788,1052,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 265",RLX
CP075070.1,1051,1250,"RXX-TRIM_Blc207_Cpos_C735-L-B65-Map1"" 310 509",RXX
CP075070.1,1069,1809,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 7685 8335",DTX
CP075070.1,1845,5341,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 4237 7741",DTX
CP075070.1,5342,5853,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6342 6853",DTX
CP075070.1,5939,11159,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1029 6289",DTX
CP075070.1,11160,15335,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 1 4243",DTX
CP075070.1,14442,14684,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 6864 8463",DTX
CP075070.1,14685,16627,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 6276 8155",DTX
CP075070.1,16628,16806,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 1 179",DTX
CP075070.1,20984,22597,"RLX-incomp_Blc144_Cpos_C735-B-R127-Map4"" 2427 4040",RLX
CP075070.1,23801,24053,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2331 2583",DTX
CP075070.1,24054,30792,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 22 6865",DTX
CP075070.1,29451,37064,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 59 7795",DTX
CP075070.1,36465,37485,"DTX-incomp-chim_Blc73_Supercontig_3.3_5020_13409_DNA_hAT_reversed"" 297 1314",DTX
CP075070.1,37051,38007,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 9662 10698",DTX
CP075070.1,37158,37560,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 1 621",RXX
CP075070.1,37561,39391,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 8656 10585",DTX
CP075070.1,39392,40010,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 622 1576",RXX
CP075070.1,40011,41827,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 8656 10588",DTX
CP075070.1,41828,42292,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 1577 2293",RXX
CP075070.1,42293,43023,"RLX-incomp_Blc125_Cpos_C735-B-G3-Map20_reversed"" 3939 4640",RLX
CP075070.1,43024,43688,"RLX-incomp_Blc21_Cpos_C735-B-G51-Map10"" 2799 3491",RLX
CP075070.1,43024,43132,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 2294 2469",RXX
CP075070.1,43113,49832,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 7502 15592",DTX
CP075070.1,49833,50238,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 5878 6471",DTX
CP075070.1,50239,51387,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 39 1259",DTX
CP075070.1,51388,52890,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 6472 8678",DTX
CP075070.1,52891,59107,"DTX-incomp-chim_Blc41_Cpos_C735-B-R3-Map16_reversed"" 15 7501",DTX
CP075070.1,57755,59690,"RXX-LARD_Blc184_Cpos_C735-L-B59-Map1"" 939 2485",RXX
CP075070.1,59691,60739,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 1 1045",DTX
CP075070.1,60691,60746,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 447 512",DTX
CP075070.1,60719,61764,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 9 1077",DTX
CP075070.1,61646,61782,"RXX-TRIM_Blc207_Cpos_C735-L-B65-Map1"" 641 750",RXX
CP075070.1,61767,64828,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 8672 11733",DTX
CP075070.1,64822,65779,"RLX-incomp_Blc1_Supercontig_3.3_4131486_4138544_LTR_Gypsy_reversed"" 1708 2663",RLX
CP075070.1,65780,72736,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 3 6960",RLX
CP075070.1,72737,77142,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 9790 14195",RLX
CP075070.1,77143,77496,"DTX-incomp_Blc4_Cpos_C735-B-G36-Map20"" 1008 1361",DTX
CP075070.1,77458,77905,"RLX-incomp_Blc1_Cpos_C735-L-B44-Map1"" 6648 6947",RLX
CP075070.1,77906,78342,"RLX-incomp_Blc25_Cpos_C735-L-B29-Map1_reversed"" 10125 10554",RLX
CP075070.1,78336,79187,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 1 851",DTX
CP075070.1,82512,82524,"DTX-comp_Blc124_Supercontig_3.5_2951416_2956076_DNA_TcMar_reversed"" 2318 2324",DTX
CP075070.1,82525,84855,"DTX-comp_Blc124_Supercontig_3.5_2951416_2956076_DNA_TcMar_reversed"" 2330 4660",DTX
CP075070.1,84811,84875,"DTX-incomp_Blc4_Cpos_C735-L-B60-Map1"" 386 453",DTX
CP075070.1,102445,102472,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 1933 1960",DTX
CP075070.1,107490,107574,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 1728 1812",DTX
CP075070.1,140648,140857,"RLX-incomp_Blc203_Supercontig_3.3_1432432_1434310_LTR_Copia_reversed"" 1431 1668",RLX
CP075070.1,140991,141048,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 212 269",DTX
CP075070.1,142123,143518,"DTX-incomp_Blc4_Supercontig_3.3_516889_519233_DNA_TcMar"" 13 1408",DTX
CP075070.1,143519,154159,"RLX-incomp_Blc17_Cpos_C735-L-B11-Map1_reversed"" 1 12513",RLX
CP075070.1,154160,155082,"DTX-incomp_Blc4_Supercontig_3.3_516889_519233_DNA_TcMar"" 1422 2344",DTX
CP075070.1,154993,155099,"DTX-comp_Blc124_Supercontig_3.5_2951416_2956076_DNA_TcMar_reversed"" 2313 2409",DTX
CP075070.1,160791,160875,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1029 1113",DTX
CP075070.1,162475,162485,"RLX-incomp_Blc95_Cpos_C735-B-R2-Map7_reversed"" 2505 2638",RLX
CP075070.1,162486,162604,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 6835 6964",RIX
CP075070.1,162653,162716,"DTX-incomp-chim_Blc69_Supercontig_3.1_2848002_2856807_DNA_TcMar_reversed"" 5320 5374",DTX
CP075070.1,231729,231802,"RLX-incomp_Blc147_Supercontig_3.3_1523164_1527162_LTR_Copia"" 3698 3771",RLX
CP075070.1,248332,250294,"RLX-comp_Blc3_Cpos_C735-L-B52-Map1"" 3348 5310",RLX
CP075070.1,250295,260869,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 2 10578",RLX
CP075070.1,260870,264213,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 1962 5305",DTX
CP075070.1,299358,300318,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 4440 5413",DTX
CP075070.1,347801,347857,"DTX-incomp-chim_Blc69_Supercontig_3.1_2848002_2856807_DNA_TcMar_reversed"" 5253 5309",DTX
CP075070.1,347858,349680,"DTX-incomp_Blc23_Supercontig_3.6_3033530_3035354_DNA_TcMar"" 1 1824",DTX
CP075070.1,349681,349713,"DTX-incomp_Blc148_Supercontig_3.1_2730027_2733961_DNA_TcMar"" 3639 3671",DTX
CP075070.1,419388,419445,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 6929 6986",RIX
CP075070.1,428990,429229,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 5089 5319",DTX
CP075070.1,443679,443885,"RIX-incomp_Blc263_Supercontig_3.1_7942846_7943053_LINE_Tad1"" 1 207",RIX
CP075070.1,443878,444137,"DTX-incomp-chim_Blc73_Supercontig_3.3_5020_13409_DNA_hAT_reversed"" 10 296",DTX
CP075070.1,444138,444264,"DXX-MITE_Blc36_Cpos_C735-B-G91-Map3"" 293 428",DXX
CP075070.1,462953,463036,"RLX-comp_Blc6_Supercontig_3.1_627398_638025_LTR_Gypsy"" 4083 4165",RLX
CP075070.1,475037,475113,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 439 515",RLX
CP075070.1,668995,669069,"RXX-LARD_Blc65_Cpos_C735-B-R77-Map3"" 1784 1858",RXX
CP075070.1,759914,759984,"RLX-incomp_Blc12_Supercontig_3.1_732927_743506_LTR_Gypsy_reversed"" 5728 5798",RLX
CP075070.1,759971,760126,"RLX-incomp_Blc12_Supercontig_3.1_732927_743506_LTR_Gypsy_reversed"" 5713 5839",RLX
CP075070.1,899519,899977,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 6152 6611",RLX
CP075070.1,899982,900129,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 5794 5938",RLX
CP075070.1,1132637,1132843,"RLX-incomp_Blc147_Supercontig_3.3_1523164_1527162_LTR_Copia"" 3802 3970",RLX
CP075070.1,1137865,1137968,"DTX-incomp_Blc250_Cpos_C735-B-R57-Map3_reversed"" 520 604",DTX
CP075070.1,1235400,1235479,"RLX-incomp_Blc17_Cpos_C735-L-B11-Map1_reversed"" 10179 10257",RLX
CP075070.1,1236731,1236810,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 1559 1636",DTX
CP075070.1,1250368,1250431,"DTX-comp_Blc4_Supercontig_3.3_2929351_2931673_DNA_TcMar_reversed"" 2254 2320",DTX
CP075070.1,1250381,1251035,"DTX-incomp_Blc4_Supercontig_3.3_516889_519233_DNA_TcMar"" 40 705",DTX
CP075070.1,1258996,1259024,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 7473 7501",DTX
CP075070.1,1283295,1284105,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 8101 8919",DTX
CP075070.1,1296452,1298329,"RLX-incomp_Blc203_Supercontig_3.3_1432432_1434310_LTR_Copia_reversed"" 1 1878",RLX
CP075070.1,1302024,1307326,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 1 5278",RLX
CP075070.1,1309073,1309378,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 4613 4918",RLX
CP075070.1,1309372,1310163,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 3583 4399",RLX
CP075070.1,1342463,1347541,"RLX-comp_Blc7_Supercontig_3.3_1855755_1861218_LTR_Copia"" 2 5077",RLX
CP075070.1,1361476,1361581,"RLX-incomp_Blc227_Cpos_C735-B-G21-Map18_reversed"" 1080 1185",RLX
CP075070.1,1405663,1405691,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 7473 7501",DTX
CP075070.1,1424400,1424943,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 7578 8098",DTX
CP075070.1,1424945,1425719,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 8133 8916",DTX
CP075070.1,1431997,1432110,"RLX-incomp_Blc1_Supercontig_3.2_72342_79416_LTR_Gypsy_reversed"" 2789 2900",RLX
CP075070.1,1502536,1502627,"DYX-incomp-chim_Blc47_Supercontig_3.1_6563877_6576065_DNA_hAT"" 1585 1678",DYX
CP075070.1,1520772,1521077,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 4973 5278",RLX
CP075070.1,1521134,1521355,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 3048 3268",DTX
CP075070.1,1623025,1623097,"RLX-comp_Blc7_Cpos_C735-L-B48-Map1"" 2 79",RLX
CP075070.1,1623033,1623109,"RLX-incomp-chim_Blc38_Supercontig_3.3_902192_925079_DNA_TcMar"" 3259 3335",RLX
CP075070.1,1718728,1718896,"RLX-incomp_Blc6_Supercontig_3.3_1907647_1918278_LTR_Gypsy_reversed"" 6333 6504",RLX
CP075070.1,1718892,1719198,"RLX-incomp_Blc12_Supercontig_3.2_871485_882068_LTR_Gypsy"" 6314 6623",RLX
CP075070.1,1719182,1719247,"RLX-incomp_Blc6_Supercontig_3.1_149925_160553_LTR_Gypsy_reversed"" 6790 6840",RLX
CP075070.1,1719265,1719402,"RLX-incomp_Blc12_Supercontig_3.2_871485_882068_LTR_Gypsy"" 6148 6286",RLX
CP075070.1,1859430,1859450,"DTX-incomp_Blc4_Supercontig_3.5_125080_127537_DNA_TcMar_reversed"" 438 452",DTX
CP075070.1,1859451,1861792,"DTX-comp_Blc10_Supercontig_3.3_1876558_1878900_DNA_TcMar"" 1 2342",DTX
CP075070.1,1935606,1935653,"RXX-LARD_Blc65_Cpos_C735-B-R77-Map3"" 7237 7284",RXX
CP075070.1,1950692,1951106,"DTX-incomp_Blc257_Supercontig_3.6_526468_526883_DNA_TcMar"" 1 415",DTX
CP075070.1,1951339,1951736,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 5037 5413",DTX
CP075070.1,1952616,1952748,"RLX-incomp_Blc107_Cpos_C735-L-B50-Map1_reversed"" 1 96",RLX
CP075070.1,1952931,1953061,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 5041 5170",DTX
CP075070.1,1953062,1953212,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2331 2481",DTX
CP075070.1,1954433,1956046,"RLX-incomp_Blc144_Cpos_C735-B-R127-Map4"" 2427 4040",RLX
CP075070.1,1960222,1960411,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 1 186",DTX
CP075070.1,1960419,1960487,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 975 1043",DTX
CP075070.1,2092250,2092893,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 1 623",RLX
CP075070.1,2092890,2093441,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 2331 2882",RLX
CP075070.1,2093442,2100509,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 7072",RLX
CP075070.1,2100510,2100805,"RLX-comp_Blc2_Cpos_C735-L-B19-Map1"" 8757 9052",RLX
CP075070.1,2100797,2101999,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 1901 3103",RLX
CP075070.1,2101993,2112573,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 6 10592",RLX
CP075070.1,2112560,2114463,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 12 1917",RLX
CP075070.1,2114467,2117950,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 3484",RLX
CP075070.1,2117854,2117964,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5723 5833",DTX
CP075070.1,2117951,2121981,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 52 4081",RLX
CP075070.1,2121982,2129051,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 1 7072",RLX
CP075070.1,2129052,2129126,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 1 38",RLX
CP075070.1,2129127,2132641,"DTX-incomp_Blc5_Supercontig_3.5_72718_77395_DNA_hAT_reversed"" 1163 4677",DTX
CP075070.1,2132643,2133340,"RLX-incomp-chim_Blc43_Cpos_C735-L-B5-Map1"" 10159 10818",RLX
CP075070.1,2133317,2133754,"DTX-comp_Blc10_Supercontig_3.3_1876558_1878900_DNA_TcMar"" 1904 2341",DTX
CP075070.1,2133867,2134271,"RXX-LARD_Blc65_Cpos_C735-B-R77-Map3"" 5565 6021",RXX
CP075070.1,2149104,2149190,"RLX-incomp_Blc8_Supercontig_3.1_543500_551170_LTR_Gypsy_reversed"" 5674 5758",RLX
CP075070.1,2149614,2149727,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 254 356",DTX
CP075070.1,2272076,2272201,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 5045 5170",DTX
CP075070.1,2272202,2272352,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2331 2482",DTX
CP075070.1,2273277,2275594,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 4641 6958",RLX
CP075070.1,2275595,2282660,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 7072",RLX
CP075070.1,2282661,2287304,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 4647",RLX
CP075070.1,2287589,2289201,"RLX-incomp_Blc144_Cpos_C735-B-R127-Map4"" 2427 4040",RLX
CP075070.1,2290467,2290764,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 2 299",RLX
CP075070.1,2293678,2293836,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 1 159",DTX
CP075070.1,2293837,2299119,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 1 5278",RLX
